chunk_id,parent_doc_id,source_type,title,year,statement_type,note_number,section_type,chunk_index,chunk_count,chunk_text_length
2016_section_5_chunk_16,2016_section_5,main_section,주석,2016,,,notes_section,16,20,1265
2016_section_5_chunk_17,2016_section_5,main_section,주석,2016,,,notes_section,17,20,1192
2016_section_5_chunk_18,2016_section_5,main_section,주석,2016,,,notes_section,18,20,1350
2016_section_5_chunk_19,2016_section_5,main_section,주석,2016,,,notes_section,19,20,634
2016_section_6_chunk_0,2016_section_6,main_section,(주석,2016,,,notes_section,0,17,1182
2016_section_6_chunk_1,2016_section_6,main_section,(주석,2016,,,notes_section,1,17,1351
2016_section_6_chunk_2,2016_section_6,main_section,(주석,2016,,,notes_section,2,17,1342
2016_section_6_chunk_3,2016_section_6,main_section,(주석,2016,,,notes_section,3,17,1198
2016_section_6_chunk_4,2016_section_6,main_section,(주석,2016,,,notes_section,4,17,776
2016_section_6_chunk_5,2016_section_6,main_section,(주석,2016,,,notes_section,5,17,1349
2016_section_6_chunk_6,2016_section_6,main_section,(주석,2016,,,notes_section,6,17,1349
2016_section_6_chunk_7,2016_section_6,main_section,(주석,2016,,,notes_section,7,17,1230
2016_section_6_chunk_8,2016_section_6,main_section,(주석,2016,,,notes_section,8,17,1239
2016_section_6_chunk_9,2016_section_6,main_section,(주석,2016,,,notes_section,9,17,1318
2016_section_6_chunk_10,2016_section_6,main_section,(주석,2016,,,notes_section,10,17,1348
2016_section_6_chunk_11,2016_section_6,main_section,(주석,2016,,,notes_section,11,17,1255
2016_section_6_chunk_12,2016_section_6,main_section,(주석,2016,,,notes_section,12,17,1333
2016_section_6_chunk_13,2016_section_6,main_section,(주석,2016,,,notes_section,13,17,1346
2016_section_6_chunk_14,2016_section_6,main_section,(주석,2016,,,notes_section,14,17,1342
2016_section_6_chunk_15,2016_section_6,main_section,(주석,2016,,,notes_section,15,17,1339
2016_section_6_chunk_16,2016_section_6,main_section,(주석,2016,,,notes_section,16,17,407
2016_note_1_0_chunk_0,2016_note_1_0,note_block,1. 일반적 사항 :,2016,,1,,0,1,361
2016_note_2_1_chunk_0,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,0,16,1161
2016_note_2_1_chunk_1,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,1,16,1306
2016_note_2_1_chunk_2,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,2,16,1277
2016_note_2_1_chunk_3,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,3,16,1117
2016_note_2_1_chunk_4,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,4,16,1071
2016_note_2_1_chunk_5,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,5,16,1243
2016_note_2_1_chunk_6,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,6,16,1319
2016_note_2_1_chunk_7,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,7,16,1230
2016_note_2_1_chunk_8,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,8,16,1306
2016_note_2_1_chunk_9,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,9,16,1132
2016_note_2_1_chunk_10,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,10,16,1177
2016_note_2_1_chunk_11,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,11,16,1322
2016_note_2_1_chunk_12,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,12,16,1158
2016_note_2_1_chunk_13,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,13,16,1293
2016_note_2_1_chunk_14,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,14,16,1142
2016_note_2_1_chunk_15,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,15,16,635
2016_note_3_2_chunk_0,2016_note_3_2,note_block,3. 중요한 회계추정 및 가정 :,2016,,3,,0,2,1133
2016_note_3_2_chunk_1,2016_note_3_2,note_block,3. 중요한 회계추정 및 가정 :,2016,,3,,1,2,522
2016_note_6_3_chunk_0,2016_note_6_3,note_block,6. 범주별 금융상품 :,2016,,6,,0,1,100
2016_note_7_4_chunk_0,2016_note_7_4,note_block,7. 금융자산의 신용건전성 :,2016,,7,,0,1,495
2016_note_8_5_chunk_0,2016_note_8_5,note_block,8. 금융자산의 양도 :,2016,,8,,0,1,259
2016_note_9_6_chunk_0,2016_note_9_6,note_block,9. 매도가능금융자산 :,2016,,9,,0,2,1074
2016_note_9_6_chunk_1,2016_note_9_6,note_block,9. 매도가능금융자산 :,2016,,9,,1,2,323
2016_note_10_7_chunk_0,2016_note_10_7,note_block,10. 매출채권 및 미수금 :,2016,,10,,0,1,428
2016_note_11_8_chunk_0,2016_note_11_8,note_block,11. 재고자산 :,2016,,11,,0,1,206
2016_note_12_9_chunk_0,2016_note_12_9,note_block,"12. 종속기업, 관계기업 및 공동기업 투자 :",2016,,12,,0,1,928
2016_note_13_10_chunk_0,2016_note_13_10,note_block,13. 유형자산 :,2016,,13,,0,1,665
2016_note_15_11_chunk_0,2016_note_15_11,note_block,15. 차입금 :,2016,,15,,0,1,91
2016_note_16_12_chunk_0,2016_note_16_12,note_block,16. 사채 :,2016,,16,,0,1,641
2016_note_19_13_chunk_0,2016_note_19_13,note_block,19. 우발부채와 약정사항 :,2016,,19,,0,4,984
2016_note_19_13_chunk_1,2016_note_19_13,note_block,19. 우발부채와 약정사항 :,2016,,19,,1,4,746
2016_note_19_13_chunk_2,2016_note_19_13,note_block,19. 우발부채와 약정사항 :,2016,,19,,2,4,1319
2016_note_19_13_chunk_3,2016_note_19_13,note_block,19. 우발부채와 약정사항 :,2016,,19,,3,4,226
2016_note_20_14_chunk_0,2016_note_20_14,note_block,20. 자본금 :,2016,,20,,0,1,369
2016_note_21_15_chunk_0,2016_note_21_15,note_block,21. 이익잉여금 :,2016,,21,,0,1,413
2016_note_22_16_chunk_0,2016_note_22_16,note_block,22. 주당배당금 :,2016,,22,,0,1,118
2016_note_23_17_chunk_0,2016_note_23_17,note_block,23. 기타자본항목 :,2016,,23,,0,1,157
2016_note_24_18_chunk_0,2016_note_24_18,note_block,24. 비용의 성격별 분류 :,2016,,24,,0,1,90
2016_note_25_19_chunk_0,2016_note_25_19,note_block,25. 판매비와관리비 :,2016,,25,,0,1,45
2016_note_26_20_chunk_0,2016_note_26_20,note_block,26. 기타수익,2016,,26,,0,1,54
2016_note_27_21_chunk_0,2016_note_27_21,note_block,27. 금융수익 및 금융비용 :,2016,,27,,0,1,111
2016_note_28_22_chunk_0,2016_note_28_22,note_block,28. 법인세비용 :,2016,,28,,0,1,667
2016_note_29_23_chunk_0,2016_note_29_23,note_block,29. 주당이익 :,2016,,29,,0,1,286
2016_note_30_24_chunk_0,2016_note_30_24,note_block,30. 현금흐름표 :,2016,,30,,0,1,260
2016_note_31_25_chunk_0,2016_note_31_25,note_block,31. 재무위험관리 :,2016,,31,,0,5,1191
2016_note_31_25_chunk_1,2016_note_31_25,note_block,31. 재무위험관리 :,2016,,31,,1,5,1242
2016_note_31_25_chunk_2,2016_note_31_25,note_block,31. 재무위험관리 :,2016,,31,,2,5,1312
2016_note_31_25_chunk_3,2016_note_31_25,note_block,31. 재무위험관리 :,2016,,31,,3,5,1306
2016_note_31_25_chunk_4,2016_note_31_25,note_block,31. 재무위험관리 :,2016,,31,,4,5,512
2016_note_32_26_chunk_0,2016_note_32_26,note_block,32. 특수관계자와의 거래 :,2016,,32,,0,2,1195
2016_note_32_26_chunk_1,2016_note_32_26,note_block,32. 특수관계자와의 거래 :,2016,,32,,1,2,724
2016_note_33_27_chunk_0,2016_note_33_27,note_block,33. 매각예정분류(처분자산집단) :,2016,,33,,0,1,436
2016_note_34_28_chunk_0,2016_note_34_28,note_block,34. 보고기간 후 사건 :,2016,,34,,0,1,345
2016_balance_sheet_chunk_0,2016_balance_sheet,normalized_table,balance_sheet,2016,balance_sheet,,,0,2,1159
2016_balance_sheet_chunk_1,2016_balance_sheet,normalized_table,balance_sheet,2016,balance_sheet,,,1,2,1042
2016_income_statement_chunk_0,2016_income_statement,normalized_table,income_statement,2016,income_statement,,,0,1,664
2016_comprehensive_income_chunk_0,2016_comprehensive_income,normalized_table,comprehensive_income,2016,comprehensive_income,,,0,1,370
2016_changes_in_equity_prior_period_0_chunk_0,2016_changes_in_equity_prior_period_0,normalized_table,changes_in_equity - prior_period,2016,changes_in_equity,,,0,1,858
2016_changes_in_equity_current_period_1_chunk_0,2016_changes_in_equity_current_period_1,normalized_table,changes_in_equity - current_period,2016,changes_in_equity,,,0,1,761
2016_cash_flow_chunk_0,2016_cash_flow,normalized_table,cash_flow,2016,cash_flow,,,0,2,1165
2016_cash_flow_chunk_1,2016_cash_flow,normalized_table,cash_flow,2016,cash_flow,,,1,2,420
2017_section_0_chunk_0,2017_section_0,main_section,독립된 감사인의 감사보고서,2017,,,auditor_report_title,0,1,183
2017_section_1_chunk_0,2017_section_1,main_section,재무제표에 대한 경영진의 책임,2017,,,management_responsibility,0,1,135
2017_section_2_chunk_0,2017_section_2,main_section,감사인의 책임,2017,,,auditor_responsibility,0,1,572
2017_section_3_chunk_0,2017_section_3,main_section,감사의견,2017,,,opinion,0,1,157
2017_section_4_chunk_0,2017_section_4,main_section,(첨부)재 무 제 표,2017,,,attached_financial_statements,0,1,11
2017_section_5_chunk_0,2017_section_5,main_section,주석,2017,,,notes_section,0,22,1161
2017_section_5_chunk_1,2017_section_5,main_section,주석,2017,,,notes_section,1,22,1238
2017_section_5_chunk_2,2017_section_5,main_section,주석,2017,,,notes_section,2,22,1219
2017_section_5_chunk_3,2017_section_5,main_section,주석,2017,,,notes_section,3,22,1243
2017_section_5_chunk_4,2017_section_5,main_section,주석,2017,,,notes_section,4,22,1284
2017_section_5_chunk_5,2017_section_5,main_section,주석,2017,,,notes_section,5,22,1136
2017_section_5_chunk_6,2017_section_5,main_section,주석,2017,,,notes_section,6,22,1316
2017_section_5_chunk_7,2017_section_5,main_section,주석,2017,,,notes_section,7,22,1230
2017_section_5_chunk_8,2017_section_5,main_section,주석,2017,,,notes_section,8,22,1351
2017_section_5_chunk_9,2017_section_5,main_section,주석,2017,,,notes_section,9,22,1289
2017_section_5_chunk_10,2017_section_5,main_section,주석,2017,,,notes_section,10,22,1337
2017_section_5_chunk_11,2017_section_5,main_section,주석,2017,,,notes_section,11,22,1239
2017_section_5_chunk_12,2017_section_5,main_section,주석,2017,,,notes_section,12,22,1271
2017_section_5_chunk_13,2017_section_5,main_section,주석,2017,,,notes_section,13,22,1130
2017_section_5_chunk_14,2017_section_5,main_section,주석,2017,,,notes_section,14,22,1341
2017_section_5_chunk_15,2017_section_5,main_section,주석,2017,,,notes_section,15,22,1298
2017_section_5_chunk_16,2017_section_5,main_section,주석,2017,,,notes_section,16,22,1316
2017_section_5_chunk_17,2017_section_5,main_section,주석,2017,,,notes_section,17,22,1271
2017_section_5_chunk_18,2017_section_5,main_section,주석,2017,,,notes_section,18,22,1266
2017_section_5_chunk_19,2017_section_5,main_section,주석,2017,,,notes_section,19,22,1300
2017_section_5_chunk_20,2017_section_5,main_section,주석,2017,,,notes_section,20,22,1346
2017_section_5_chunk_21,2017_section_5,main_section,주석,2017,,,notes_section,21,22,379
2017_section_6_chunk_0,2017_section_6,main_section,(주석,2017,,,notes_section,0,17,1200
2017_section_6_chunk_1,2017_section_6,main_section,(주석,2017,,,notes_section,1,17,1323
2017_section_6_chunk_2,2017_section_6,main_section,(주석,2017,,,notes_section,2,17,1290
2017_section_6_chunk_3,2017_section_6,main_section,(주석,2017,,,notes_section,3,17,1302
2017_section_6_chunk_4,2017_section_6,main_section,(주석,2017,,,notes_section,4,17,671
2017_section_6_chunk_5,2017_section_6,main_section,(주석,2017,,,notes_section,5,17,1308
2017_section_6_chunk_6,2017_section_6,main_section,(주석,2017,,,notes_section,6,17,1345
2017_section_6_chunk_7,2017_section_6,main_section,(주석,2017,,,notes_section,7,17,1348
2017_section_6_chunk_8,2017_section_6,main_section,(주석,2017,,,notes_section,8,17,1287
2017_section_6_chunk_9,2017_section_6,main_section,(주석,2017,,,notes_section,9,17,1317
2017_section_6_chunk_10,2017_section_6,main_section,(주석,2017,,,notes_section,10,17,1333
2017_section_6_chunk_11,2017_section_6,main_section,(주석,2017,,,notes_section,11,17,1281
2017_section_6_chunk_12,2017_section_6,main_section,(주석,2017,,,notes_section,12,17,1334
2017_section_6_chunk_13,2017_section_6,main_section,(주석,2017,,,notes_section,13,17,1333
2017_section_6_chunk_14,2017_section_6,main_section,(주석,2017,,,notes_section,14,17,1307
2017_section_6_chunk_15,2017_section_6,main_section,(주석,2017,,,notes_section,15,17,1307
2017_section_6_chunk_16,2017_section_6,main_section,(주석,2017,,,notes_section,16,17,1321
2017_note_1_0_chunk_0,2017_note_1_0,note_block,1. 일반적 사항 :,2017,,1,,0,1,446
2017_note_2_1_chunk_0,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,0,18,1071
2017_note_2_1_chunk_1,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,1,18,1309
2017_note_2_1_chunk_2,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,2,18,1199
2017_note_2_1_chunk_3,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,3,18,1136
2017_note_2_1_chunk_4,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,4,18,1320
2017_note_2_1_chunk_5,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,5,18,1264
2017_note_2_1_chunk_6,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,6,18,1203
2017_note_2_1_chunk_7,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,7,18,1274
2017_note_2_1_chunk_8,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,8,18,1237
2017_note_2_1_chunk_9,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,9,18,1204
2017_note_2_1_chunk_10,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,10,18,1142
2017_note_2_1_chunk_11,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,11,18,1284
2017_note_2_1_chunk_12,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,12,18,1277
2017_note_2_1_chunk_13,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,13,18,1206
2017_note_2_1_chunk_14,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,14,18,1312
2017_note_2_1_chunk_15,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,15,18,1053
2017_note_2_1_chunk_16,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,16,18,1316
2017_note_2_1_chunk_17,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,17,18,874
2017_note_3_2_chunk_0,2017_note_3_2,note_block,3. 중요한 회계추정 및 가정 :,2017,,3,,0,2,1134
2017_note_3_2_chunk_1,2017_note_3_2,note_block,3. 중요한 회계추정 및 가정 :,2017,,3,,1,2,522
2017_note_6_3_chunk_0,2017_note_6_3,note_block,6. 범주별 금융상품 :,2017,,6,,0,1,206
2017_note_7_4_chunk_0,2017_note_7_4,note_block,7. 금융자산의 신용건전성 :,2017,,7,,0,1,495
2017_note_8_5_chunk_0,2017_note_8_5,note_block,8. 금융자산의 양도 :,2017,,8,,0,1,259
2017_note_9_6_chunk_0,2017_note_9_6,note_block,9. 매도가능금융자산 :,2017,,9,,0,1,988
2017_note_10_7_chunk_0,2017_note_10_7,note_block,10. 매출채권 및 미수금 :,2017,,10,,0,1,439
2017_note_11_8_chunk_0,2017_note_11_8,note_block,11. 재고자산 :,2017,,11,,0,1,208
2017_note_12_9_chunk_0,2017_note_12_9,note_block,"12. 종속기업, 관계기업 및 공동기업 투자 :",2017,,12,,0,1,804
2017_note_13_10_chunk_0,2017_note_13_10,note_block,13. 유형자산 :,2017,,13,,0,1,199
2017_note_15_11_chunk_0,2017_note_15_11,note_block,15. 차입금 :,2017,,15,,0,1,91
2017_note_16_12_chunk_0,2017_note_16_12,note_block,16. 사채 :,2017,,16,,0,1,639
2017_note_19_13_chunk_0,2017_note_19_13,note_block,19. 우발부채와 약정사항 :,2017,,19,,0,4,811
2017_note_19_13_chunk_1,2017_note_19_13,note_block,19. 우발부채와 약정사항 :,2017,,19,,1,4,1288
2017_note_19_13_chunk_2,2017_note_19_13,note_block,19. 우발부채와 약정사항 :,2017,,19,,2,4,1267
2017_note_19_13_chunk_3,2017_note_19_13,note_block,19. 우발부채와 약정사항 :,2017,,19,,3,4,635
2017_note_20_14_chunk_0,2017_note_20_14,note_block,20. 자본금 :,2017,,20,,0,1,354
2017_note_21_15_chunk_0,2017_note_21_15,note_block,21. 이익잉여금 :,2017,,21,,0,1,413
2017_note_22_16_chunk_0,2017_note_22_16,note_block,22. 주당배당금 :,2017,,22,,0,1,143
2017_note_23_17_chunk_0,2017_note_23_17,note_block,23. 기타자본항목 :,2017,,23,,0,1,157
2017_note_24_18_chunk_0,2017_note_24_18,note_block,24. 비용의 성격별 분류 :,2017,,24,,0,1,90
2017_note_25_19_chunk_0,2017_note_25_19,note_block,25. 판매비와관리비 :,2017,,25,,0,1,45
2017_note_26_20_chunk_0,2017_note_26_20,note_block,26. 기타수익,2017,,26,,0,1,54
2017_note_27_21_chunk_0,2017_note_27_21,note_block,27. 금융수익 및 금융비용 :,2017,,27,,0,1,111
2017_note_28_22_chunk_0,2017_note_28_22,note_block,28. 법인세비용 :,2017,,28,,0,1,667
2017_note_29_23_chunk_0,2017_note_29_23,note_block,29. 주당이익 :,2017,,29,,0,1,142
2017_note_30_24_chunk_0,2017_note_30_24,note_block,30. 현금흐름표 :,2017,,30,,0,1,334
2017_note_31_25_chunk_0,2017_note_31_25,note_block,31. 재무위험관리 :,2017,,31,,0,5,1200
2017_note_31_25_chunk_1,2017_note_31_25,note_block,31. 재무위험관리 :,2017,,31,,1,5,1201
2017_note_31_25_chunk_2,2017_note_31_25,note_block,31. 재무위험관리 :,2017,,31,,2,5,1300
2017_note_31_25_chunk_3,2017_note_31_25,note_block,31. 재무위험관리 :,2017,,31,,3,5,1314
2017_note_31_25_chunk_4,2017_note_31_25,note_block,31. 재무위험관리 :,2017,,31,,4,5,543
2017_note_32_26_chunk_0,2017_note_32_26,note_block,32. 특수관계자와의 거래 :,2017,,32,,0,3,1133
2017_note_32_26_chunk_1,2017_note_32_26,note_block,32. 특수관계자와의 거래 :,2017,,32,,1,3,1162
2017_note_32_26_chunk_2,2017_note_32_26,note_block,32. 특수관계자와의 거래 :,2017,,32,,2,3,533
2017_note_33_27_chunk_0,2017_note_33_27,note_block,33. 매각예정분류(처분자산집단) :,2017,,33,,0,1,218
2017_note_34_28_chunk_0,2017_note_34_28,note_block,34. 보고기간 후 사건 :,2017,,34,,0,1,615
2017_balance_sheet_chunk_0,2017_balance_sheet,normalized_table,balance_sheet,2017,balance_sheet,,,0,2,1191
2017_balance_sheet_chunk_1,2017_balance_sheet,normalized_table,balance_sheet,2017,balance_sheet,,,1,2,909
2017_income_statement_chunk_0,2017_income_statement,normalized_table,income_statement,2017,income_statement,,,0,1,668
2017_comprehensive_income_chunk_0,2017_comprehensive_income,normalized_table,comprehensive_income,2017,comprehensive_income,,,0,1,367
2017_changes_in_equity_prior_period_0_chunk_0,2017_changes_in_equity_prior_period_0,normalized_table,changes_in_equity - prior_period,2017,changes_in_equity,,,0,1,761
2017_changes_in_equity_current_period_1_chunk_0,2017_changes_in_equity_current_period_1,normalized_table,changes_in_equity - current_period,2017,changes_in_equity,,,0,1,751
2017_cash_flow_chunk_0,2017_cash_flow,normalized_table,cash_flow,2017,cash_flow,,,0,2,1169
2017_cash_flow_chunk_1,2017_cash_flow,normalized_table,cash_flow,2017,cash_flow,,,1,2,390
2018_section_0_chunk_0,2018_section_0,main_section,독립된 감사인의 감사보고서,2018,,,auditor_report_title,0,1,37
2018_section_1_chunk_0,2018_section_1,main_section,감사의견,2018,,,opinion,0,1,313
2018_section_2_chunk_0,2018_section_2,main_section,감사의견근거,2018,,,basis_for_opinion,0,1,6
2018_section_3_chunk_0,2018_section_3,main_section,"우리는 대한민국의 회계감사기준에 따라 감사를 수행하였습니다. 이 기준에 따른 우리의 책임은 이 감사보고서의 재무제표감사에 대한 감사인의 책임 단락에 기술되어 있습니다. 우리는 재무제표감사와 관련된 대한민국의 윤리적 요구사항에 따라 회사로부터 독립적이며, 그러한 요구사항에 따른 기타의 윤리적 책임들을 이행하였습니다. 우리가 입수한 감사증거가 감사의견을 위한 근거로서 충분하고 적합하다고 우리는 믿습니다.",2018,,,auditor_responsibility,0,1,225
2018_section_4_chunk_0,2018_section_4,main_section,핵심감사사항,2018,,,key_audit_matters,0,1,880
2018_section_5_chunk_0,2018_section_5,main_section,핵심감사사항,2018,,,key_audit_matters,0,3,1193
2018_section_5_chunk_1,2018_section_5,main_section,핵심감사사항,2018,,,key_audit_matters,1,3,1231
2018_section_5_chunk_2,2018_section_5,main_section,핵심감사사항,2018,,,key_audit_matters,2,3,452
2018_section_6_chunk_0,2018_section_6,main_section,(첨부)재 무 제 표,2018,,,attached_financial_statements,0,1,11
2018_section_7_chunk_0,2018_section_7,main_section,주석,2018,,,notes_section,0,18,1186
2018_section_7_chunk_1,2018_section_7,main_section,주석,2018,,,notes_section,1,18,1322
2018_section_7_chunk_2,2018_section_7,main_section,주석,2018,,,notes_section,2,18,1323
2018_section_7_chunk_3,2018_section_7,main_section,주석,2018,,,notes_section,3,18,1162
2018_section_7_chunk_4,2018_section_7,main_section,주석,2018,,,notes_section,4,18,1264
2018_section_7_chunk_5,2018_section_7,main_section,주석,2018,,,notes_section,5,18,1258
2018_section_7_chunk_6,2018_section_7,main_section,주석,2018,,,notes_section,6,18,1245
2018_section_7_chunk_7,2018_section_7,main_section,주석,2018,,,notes_section,7,18,1283
2018_section_7_chunk_8,2018_section_7,main_section,주석,2018,,,notes_section,8,18,1289
2018_section_7_chunk_9,2018_section_7,main_section,주석,2018,,,notes_section,9,18,1315
